Name;Birthday;Citizenship;Weight;Height;Link
Стас Мердов;12 апреля 1976;Украина;60;180;https://www.sports.ru/tags/5178311/
Денис Тупиленко;10 июля 1980;Украина;;;https://www.sports.ru/tags/5178310/
Олег Комиссаров;28 декабря 1982;Россия;;;https://www.sports.ru/tags/4876574/
Юрий Нужненко;2 июня 1976;Украина;;175;https://www.sports.ru/tags/3806604/
Чед Доусон;13 июля 1982;США;;190;https://www.sports.ru/tags/3479747/
Рэй Мерсер;4 апреля 1961;США;113;185;https://www.sports.ru/tags/3210262/
Одланьер Солис;5 апреля 1980;Куба;113;188;https://www.sports.ru/tags/3067874/
Клиффорд Этьенн;9 марта 1972;США;98;188;https://www.sports.ru/tags/1047367/
Джамиль Макклайн;20 мая 1970;США;123;192;https://www.sports.ru/tags/1047341/
Хуан Диас;17 сентября 1983;Мексика США;60;168;https://www.sports.ru/tags/1046082/
Валерий Брудов;27 ноября 1976;Россия;;189;https://www.sports.ru/tags/1045626/
Джон Руис;4 января 1972;Пуэрто-Рико США;107;189;https://www.sports.ru/tags/1045336/
Джефф Нил;28 августа 1990;США;77;180;https://www.sports.ru/geoff-neal/
Эли Кадыров;14 декабря 2006;Россия;;;https://www.sports.ru/eli-kadyrov/
Нассурдин Имавов;1 апреля 1995;Франция;84;190;https://www.sports.ru/nassourdine-imavov/
Сауло Кавалари;;Бразилия;114;189;https://www.sports.ru/saulo-cavalari/
Ирина Алексеева;27 июня 1990;Россия;61;172;https://www.sports.ru/tags/161137563/
Арнольд Аллен;22 января 1994;Англия;65;175;https://www.sports.ru/arnold-allen/
Рауль Росас-младший;8 октября 2004;Мексика;61;175;https://www.sports.ru/raul-rosas-jr/
Гаджи Омаргаджиев;24 февраля 1993;Россия;83;185;https://www.sports.ru/gadzhi-omargadzhiev/
Альфредо Аудиторе;;Россия;;175;https://www.sports.ru/alfredo-auditore/
Шамиль Галимов;;Россия;77;174;https://www.sports.ru/shamil-galimov/
Джемейн Ортис;;США;173;;https://www.sports.ru/jamaine-ortiz/
Белал Мухаммад;9 июля 1988;США;77;177;https://www.sports.ru/belal-muhammad/
Джулиан Лэйн;24 июля 1987;США;70;77;https://www.sports.ru/julian-lane/
Владислав Туйнов;10 февраля 1998;Россия;71;175;https://www.sports.ru/vlad-tuinov/
Артем Вахитов;4 апреля 1991;Россия;94;186;https://www.sports.ru/artem-vahitov/
Шон Брэди;;США;77;175;https://www.sports.ru/sean-brady/
Матеуш Гамрот;11 декабря 1990;Польша;70;178;https://www.sports.ru/mateusz-gamrot/
Дэн Иге;6 августа 1991;США;66;170;https://www.sports.ru/dan-ige/
Кайрат Ахметов;12 октября 1987;Казахстан;;;https://www.sports.ru/tags/161130850/
Ильяс Хамзин;21 сентября 1991;Казахстан;;;https://www.sports.ru/tags/161130849/
Дияр Нургожай;22 апреля 1997;Казахстан;;;https://www.sports.ru/tags/161130848/
Николай Веретенников;22 декабря 1989;Казахстан;;;https://www.sports.ru/tags/161130847/
Каршыга Даутбек;7 декабря 1993;Казахстан;;;https://www.sports.ru/tags/161130846/
Гойти Дазаев;17 декабря 1990;Казахстан;;;https://www.sports.ru/tags/161130845/
Василий Тахтай;8 марта 1996;Казахстан;;;https://www.sports.ru/tags/161130844/
Азат Максум;5 июля 1995;Казахстан;;;https://www.sports.ru/tags/161130843/
Ильдар Кудайбергенов;22 октября 1989;Казахстан;;;https://www.sports.ru/tags/161130842/
Николай Самусев;30 июля 1998;Казахстан;;;https://www.sports.ru/tags/161130841/
Алиби Идрис;1 января 1994;Казахстан;;;https://www.sports.ru/tags/161130840/
Замзагуль Файзолланова;10 июня 1992;Казахстан;;;https://www.sports.ru/tags/161130839/
Сора Рахмонова;;Казахстан;61;;https://www.sports.ru/tags/161130838/
Карла Эспарза;10 октября 1987;США;52;154;https://www.sports.ru/carla-esparza/
Эй Джей Макки;7 апреля 1995;США;65;177;https://www.sports.ru/aj-mckee/
Фаридун Одилов;11 апреля 1993;;77;182;https://www.sports.ru/faridun-odilov/
Бобби Грин;9 сентября 1986;США;70;178;https://www.sports.ru/bobby-green/
Иванна Крупеня;3 апреля 1990;Украина;;;https://www.sports.ru/tags/161128359/
Кай Кара-Франс;26 марта 1993;Новая Зеландия;56;163;https://www.sports.ru/kai-kara-france/
Игорь Потеря;29 мая 1996;Украина;93;191;https://www.sports.ru/tags/161128170/
"Макс ""Топор"" Щербаков";;Россия;100;180;https://www.sports.ru/max-topor/
Денис Погодин;;;74;182;https://www.sports.ru/denis-pogodin/
Рустам «Астероид» Мухитдинов;;Россия;93;184;https://www.sports.ru/rustam-asteroid-muhitdinov/
Макс ВДВ Федоров;;Россия;88;186;https://www.sports.ru/maksim-vdv-fedorov/
Искандар Зияев;19 августа 1998;Россия;64;172;https://www.sports.ru/iskander-ziyaev/
"Анис ""Охотник"" Чилаев";;Россия;64;176;https://www.sports.ru/anis-ohotnik-chilaev/
"Мустафа ""Беспощадный"" Шарифов";9 января 1996;Россия;70;166;https://www.sports.ru/mustafa-besposhhadnyj-sharifov/
"Николай ""Чибис"" Чибисов";15 декабря 1993;Россия;73;177;https://www.sports.ru/nikolay-chibisov/
Коди Стэманн;9 ноября 1989;;61;170;https://www.sports.ru/cody-stamann/
Дмитрий Зубко;;Украина;;;https://www.sports.ru/tags/161127821/
Рамиль Гаджиев;;Украина;;;https://www.sports.ru/tags/161127820/
Зоравор Петросян;;Украина;;;https://www.sports.ru/tags/161127819/
Андрей Исаков;;Украина;;;https://www.sports.ru/tags/161127818/
Джамал Усманов;;Украина;;;https://www.sports.ru/tags/161127817/
Александр Грицив;;Украина;;;https://www.sports.ru/tags/161127816/
Кира Макогоненко;1 апреля 2008;Украина;;;https://www.sports.ru/tags/161127605/
Денис «Русский Панчер» Недашксовский;;Россия;113;196;https://www.sports.ru/denis-nedashksovskiy/
Валера «Валера» Заботин;;Россия;77;188;https://www.sports.ru/valera-zabotin/
Евгений «Моряк» Курданов;;Россия;84;172;https://www.sports.ru/evgeniy-moryak-kurdanov/
Тимур «Золотой» Мусаев;;Россия;66;172;https://www.sports.ru/timur-zolotoy-musaev/
Дауд «Стхански» Кельбиханов;;Россия;92;188;https://www.sports.ru/daud-sthanski-kelbihanov/
Павел Шульский;;Россия;104;194;https://www.sports.ru/pavel-shulskiy/
Артур «АКАБ» Кулинский;;Россия;85;180;https://www.sports.ru/artur-akab-kulinskiy/
Карлос Адамес;7 мая 1994;Доминикана;;;https://www.sports.ru/tags/161126581/
Темиртас Жусупов;15 января 1988;Казахстан;;;https://www.sports.ru/tags/161126574/
Исаак Круз;2 мая 1997;Мексика;;;https://www.sports.ru/tags/161126498/
Михаэль Валлиш;1 ноября 1985;Германия;;;https://www.sports.ru/tags/161126496/
Марсио Сантос;14 февраля 1989;Бразилия;84;;https://www.sports.ru/marcio-santos/
Илунга Макабу;8 ноября 1987;Конго;;183;https://www.sports.ru/ilunga-makabu/
Юрий Захареев;19 сентября 2002;Украина;;;https://www.sports.ru/tags/161125664/
Шимон Смотрицкий;22 августа 2000;Израиль;77;188;https://www.sports.ru/tags/161125229/
Александр Пилипчук;;Украина;;;https://www.sports.ru/tags/161125124/
Андрей Борышполец;;Украина;;;https://www.sports.ru/tags/161125123/
Никита Алистратов;;Украина;;;https://www.sports.ru/tags/161125122/
Даниил Лозан;;Украина;;;https://www.sports.ru/tags/161125121/
Назри Рагимов;;Украина;;;https://www.sports.ru/tags/161125120/
Богдан Соболь;;Украина;;;https://www.sports.ru/tags/161125119/
Александр Соломенников;;Украина;;;https://www.sports.ru/tags/161125118/
Даниил Донченко;;Украина;;;https://www.sports.ru/tags/161125117/
Владислав Парубченко;;Украина;;;https://www.sports.ru/tags/161125116/
Дмитрий Парубченко;;Украина;;;https://www.sports.ru/tags/161125115/
Егор Великовский;;Украина;;;https://www.sports.ru/tags/161125113/
Василий Чеботарь;;Украина;;;https://www.sports.ru/tags/161125111/
Сандор Мартин;;Украина;;;https://www.sports.ru/tags/161125110/
Александр Мойса;;Украина;;;https://www.sports.ru/tags/161125108/
Инна Статкевич;;Украина;;;https://www.sports.ru/tags/161125107/
Валентин Штонда;;Украина;;;https://www.sports.ru/tags/161125106/
Богдан Штонда;;Украина;;;https://www.sports.ru/tags/161125105/
Ярослав Михалушко;;Украина;;;https://www.sports.ru/tags/161125104/
Эберт Соуза;28 февраля 1998;Бразилия;;;https://www.sports.ru/tags/161121575/
Гарри Гарсайд;22 июля 1997;Австралия;;;https://www.sports.ru/tags/161121526/
Энди Крус;12 августа 1995;Куба;;;https://www.sports.ru/tags/161121525/
Оганес Бачков;2 декабря 1992;Армения;;;https://www.sports.ru/tags/161121524/
Кейшон Дэвис;28 февраля 1999;США;;;https://www.sports.ru/tags/161121523/
Лорен Прайс;25 июня 1994;Великобритания;;;https://www.sports.ru/tags/161121521/
Дюк Рэйген;18 сентября 1997;США;;;https://www.sports.ru/tags/161121440/
Эумир Марсьяль;29 октября 1995;Филиппины;;;https://www.sports.ru/tags/161121439/
Галаль Яфаи;11 декабря 1992;Великобритания;;;https://www.sports.ru/tags/161121436/
Карло Паалам;16 июля 1998;Филиппины;;;https://www.sports.ru/tags/161121435/
Ремей Танака;13 октября 1993;Япония;;;https://www.sports.ru/tags/161121434/
Беатрис Феррейра;9 декабря 1992;Бразилия;;;https://www.sports.ru/tags/161121432/
Судапорн Сисонди;4 октября 1991;Таиланд;;;https://www.sports.ru/tags/161121431/
Келли Хэррингтон;11 декабря 1989;Ирландия;;;https://www.sports.ru/tags/161121430/
Муслим Гаджимагомедов;14 января 1997;Россия;;;https://www.sports.ru/tags/161121425/
Зенфира Магомедалиева;8 февраля 1988;Россия;;;https://www.sports.ru/tags/161121424/
Фрэйзер Кларк;7 августа 1991;Великобритания;;;https://www.sports.ru/tags/161121364/
Гу Хун;6 ноября 1988;Китай;;;https://www.sports.ru/tags/161121362/
Оши Джонс;3 января 1998;США;;;https://www.sports.ru/tags/161121361/
Ловлина Боргохайн;2 октября 1997;Индия;;;https://www.sports.ru/tags/161121360/
Бусеназ Сюрменели;26 мая 1998;Турция;;;https://www.sports.ru/tags/161121359/
Стойка Крастева;18 сентября 1985;Болгария;;;https://www.sports.ru/tags/161121358/
Цукими Намики;17 сентября 1998;Япония;;;https://www.sports.ru/tags/161121357/
Хуан Сяовэнь;31 августа 1997;Тайвань;;;https://www.sports.ru/tags/161121356/
Бусе Чакыроглу;26 мая 1996;Турция;;;https://www.sports.ru/tags/161121355/
Пэт Маккормак;8 июня 1995;Великобритания;;;https://www.sports.ru/tags/161121313/
Абнер Тейшейра;10 сентября 1996;Бразилия;;;https://www.sports.ru/tags/161121312/
Сена Ириэ;9 октября 2000;Япония;;;https://www.sports.ru/tags/161121271/
Дэвид Ньика;7 августа 1995;Новая Зеландия;;;https://www.sports.ru/tags/161121267/
Сэмюэл Такьи;23 декабря 2000;Гана;;;https://www.sports.ru/tags/161121264/
Владислав Cмягликов;5 апреля 1993;Беларусь;;;https://www.sports.ru/tags/161121246/
Александр Радионов;14 июня 2000;Беларусь;;;https://www.sports.ru/tags/161121239/
Бенджамин Уиттакер;6 июня 1997;Великобритания;;;https://www.sports.ru/tags/161121167/
Эйдан Уолш;28 марта 1997;Ирландия;;;https://www.sports.ru/tags/161121165/
Лорен Альфонсо Домингес;28 мая 1995;Азербайджан;;;https://www.sports.ru/tags/161121147/
Ирма Теста;28 декабря 1997;Италия;;;https://www.sports.ru/tags/161121109/
Нести Петесио;11 апреля 1992;Филиппины;;;https://www.sports.ru/tags/161121108/
Сэна Ириэ;9 октября 2000;Япония;;;https://www.sports.ru/tags/161121104/
Кэррисс Артингстолл;23 ноября 1994;Великобритания;;;https://www.sports.ru/tags/161121103/
Ярослав Харцыз;7 мая 1997;Украина;;;https://www.sports.ru/tags/161120334/
Анна Лысенко;22 декабря 1991;Украина;;;https://www.sports.ru/tags/161120333/
Марио Барриос;18 мая 1995;США;;183;https://www.sports.ru/tags/161118853/
Самир Ахмедов;;Казахстан;;;https://www.sports.ru/tags/161118412/
Роб Фонт;25 июня 1987;Пуэрто-Рико США;61;173;https://www.sports.ru/rob-font/
Арам Фаниян;2 февраля 1997;Украина;;;https://www.sports.ru/tags/161117954/
Конор Бенн;28 сентября 1996;Великобритания;;;https://www.sports.ru/tags/161117949/
Денис Бондарь;27 июня 1992;Украина;;;https://www.sports.ru/tags/161117916/
Тревор Брайан;23 августа 1989;США;;;https://www.sports.ru/tags/161117903/
Джозеф Диас;23 ноября 1992;США;;;https://www.sports.ru/tags/161117897/
Лоуренс Околи;16 декабря 1992;Великобритания;;196;https://www.sports.ru/tags/161116404/
Фаниль Рафиков;3 декабря 1993;Казахстан;70 кг;175 см;https://www.sports.ru/tags/161116148/
Турсынбай Кулахмет;27 января 1994;Казахстан;;;https://www.sports.ru/tags/161116147/
Талгат Шайкен;25 сентября 2000;Казахстан;69 кг;;https://www.sports.ru/tags/161116146/
Сырым Бектурсын;;Казахстан;65 кг;170 см;https://www.sports.ru/tags/161116145/
Султан Жолдошбек;;Казахстан;61 кг;;https://www.sports.ru/tags/161116144/
Салауат Бейсенханов;;Казахстан;61 кг;;https://www.sports.ru/tags/161116143/
Сагадат Рахманкул;31 августа 1993;Казахстан;;170 см;https://www.sports.ru/tags/161116142/
Руслан Мадиев;12 ноября 1992;Казахстан;;;https://www.sports.ru/tags/161116140/
Руслан Камзаев;;Казахстан;;;https://www.sports.ru/tags/161116139/
Нуртас Ажбенов;29 июля 1994;Казахстан;;170 см;https://www.sports.ru/tags/161116137/
Нурсултан Касымханов;;Казахстан;66 кг;175 см;https://www.sports.ru/tags/161116135/
Нурзат Сабиров;9 декабря 1993;Казахстан;;;https://www.sports.ru/tags/161116133/
Нуржан Туткаев;;Казахстан;70 кг;173 см;https://www.sports.ru/tags/161116132/
Никита Балтабаев;;Казахстан;61 кг;168 см;https://www.sports.ru/tags/161116131/
Мирас Жакупов;1 декабря 1989;Казахстан;;170 см;https://www.sports.ru/tags/161116129/
Мейирим Нурсултанов;29 июля 1993;Казахстан;;183 см;https://www.sports.ru/tags/161116128/
Мадияр Жанузак;4 мая 1995;Казахстан;;165 см;https://www.sports.ru/tags/161116126/
Мадияр Ашкеев;30 июля 1988;Казахстан;;173 см;https://www.sports.ru/tags/161116125/
Казбек Ашимов;20 сентября 1989;Казахстан;56 кг;162 см;https://www.sports.ru/tags/161116123/
Исатай Темиров;20 августа 1991;Казахстан;77 кг;182 см;https://www.sports.ru/tags/161116122/
Жуман Жумабеков;;Казахстан;61 кг;169 см;https://www.sports.ru/tags/161116121/
Жанкош Тураров;20 ноября 1990;Казахстан;;175 см;https://www.sports.ru/tags/161116119/
Жан Кособуцкий;13 ноября 1988;Казахстан;;190 см;https://www.sports.ru/tags/161116117/
Евгений Егембердиев;9 февраля 1985;Казахстан;93 кг;188 см;https://www.sports.ru/tags/161116116/
Димаш Ниязов;16 февраля 1989;Казахстан;;175 см;https://www.sports.ru/tags/161116115/
Даурен Ермеков;4 апреля 1988;Казахстан;84 кг;187 см;https://www.sports.ru/tags/161116114/
Даурен Елеусинов;13 апреля 1991;Казахстан;;178 см;https://www.sports.ru/tags/161116113/
Даулет Даукенов;4 апреля 1993;Казахстан;;177 см;https://www.sports.ru/tags/161116112/
Георгий Кичигин;5 марта 1989;Казахстан;77 кг;185 см;https://www.sports.ru/tags/161116111/
Виктор Коточигов;18 июня 1993;Казахстан;;170 см;https://www.sports.ru/tags/161116110/
Бобиржан Моминов;16 октября 1991;Казахстан;67 кг;175 см;https://www.sports.ru/tags/161116109/
Бейбит Назаров;2 сентября 1997;Казахстан;70 кг;178 см;https://www.sports.ru/tags/161116107/
Батыр Джукембаев;5 апреля 1991;Казахстан;;170 см;https://www.sports.ru/tags/161116106/
Багдат Дюсембаев;;Казахстан;86 кг;185 см;https://www.sports.ru/tags/161116105/
Аслан Ораз;3 июля 1994;Казахстан;66 кг;178 см;https://www.sports.ru/tags/161116104/
Арман Оспанов;7 декабря 1989;Казахстан;66 кг;175 см;https://www.sports.ru/tags/161116102/
Али Кабдулла;29 июля 1995;Казахстан;66 кг;178 см;https://www.sports.ru/tags/161116101/
Али Балоев;27 февраля 1993;Казахстан;;188 см;https://www.sports.ru/tags/161116100/
Али Ахмедов;16 июля 1995;Казахстан;76 кг;185 см;https://www.sports.ru/tags/161116099/
Айдос Ербосынулы;14 ноября 1991;Казахстан;;181 см;https://www.sports.ru/tags/161116098/
Айбек Нурсеит;13 января 1994;Казахстан;70 кг;167 см;https://www.sports.ru/tags/161116097/
Даниэль Лапин;18 июня 1997;Украина;;;https://www.sports.ru/tags/161116013/
Хосе Санчес;;Чили;;;https://www.sports.ru/tags/161115767/
Нурберген Шарипов;;Казахстан;61 кг;180 см;https://www.sports.ru/nurbergen-sharipov/
Кейси Кенни;20 марта 1991;США;56;170;https://www.sports.ru/casey-keeney/
Алиасхаб Хизриев;24 августа 1990;Россия;77;177;https://www.sports.ru/aliaskhab-khizriev/
Тимур Валиев;19 января 1990;Россия;61;167;https://www.sports.ru/timur-valiev/
Дмитрий Валент;3 апреля 1988;Беларусь;;186;https://www.sports.ru/tags/161114461/
Сабит Жусупов;;Казахстан;66 кг;173 см;https://www.sports.ru/tags/161114381/
Магомед Магомедов;25 декабря 1991;Россия;61,2;170;https://www.sports.ru/tags/161113884/
Марвин Веттори;30 сентября 1993;Италия;84;183;https://www.sports.ru/marvin-vettori/
Саша Палатников;;Гонконг;77;182;https://www.sports.ru/tags/161113488/
Алекс Перес;21 марта 1992;США;56;168;https://www.sports.ru/alex-perez/
Брайс Митчелл;4 октября 1994;США;66;175;https://www.sports.ru/bryce-mitchell/
Юрайа Холл;31 июля 1984;;;;https://www.sports.ru/uriah-hall/
Сефер Сефери;5 марта 1979;Албания;;;https://www.sports.ru/sefer-seferi/
Хоакин Бакли;27 апреля 1994;США;77;173;https://www.sports.ru/joaquin-buckley/
Тимур Нагибин;11 июня 1993;Россия;70;173;https://www.sports.ru/tags/161112338/
Феликс Вердехо;19 мая 1993;Пуэрто-Рико;;;https://www.sports.ru/tags/161112168/
Патрик Тейшейра;5 декабря 1990;Бразилия;;;https://www.sports.ru/tags/161112167/
Камил Шеремета;11 октября 1989;Польша;;;https://www.sports.ru/tags/161112166/
Авни Йылдырым;5 августа 1991;Турция;;;https://www.sports.ru/yyldyrym-avni/
Джексон Маринес;21 декабря 1990;Доминикана;;;https://www.sports.ru/tags/161112157/
Роландо Ромеро;14 октября 1995;США;;;https://www.sports.ru/tags/161112156/
Джессика Маккаскилл;8 сентября 1989;США;;;https://www.sports.ru/tags/161112154/
Цотне Рогава;2 мая 1993;Украина;;;https://www.sports.ru/tags/161112152/
Джесси Магдалено;8 ноября 1991;США;;;https://www.sports.ru/tags/161112151/
Шамиль Амиров;;Россия;77;177;https://www.sports.ru/tags/161111914/
Абдул-Азиз Абдулвахабов;16 января 1989;Россия;70;177;https://www.sports.ru/tags/161111824/
Мурад Абдулаев;9 июня 1986;Россия;77;175;https://www.sports.ru/tags/161110843/
Келвин Каттар;26 марта 1988;США;66;180;https://www.sports.ru/calvin-kattar/
Стивен Фултон;17 июля 1994;США;;;https://www.sports.ru/tags/161109334/
Тремейн Уильямс;2 ноября 1992;США;;;https://www.sports.ru/tags/161109333/
Анджело Лео;15 мая 1994;США;;;https://www.sports.ru/tags/161109332/
Владислав Мельник;17 августа 1998;Украина;;;https://www.sports.ru/tags/161109326/
Эммануэль Тагое;10 января 1989;Гана;;;https://www.sports.ru/tags/161109323/
Виталий Слипенко;20 сентября 1994;Россия;77;183;https://www.sports.ru/tags/161108978/
Джаред Андерсон;16 ноября 1999;США;;;https://www.sports.ru/tags/161108061/
Петр Иванов;12 июля 1996;Украина;;;https://www.sports.ru/tags/161108043/
Отто Валлин;21 ноября 1990;Швеция;;;https://www.sports.ru/tags/161108041/
Джемел Херринг;30 октября 1985;США;;;https://www.sports.ru/tags/161108040/
Джон Райдер;19 июля 1988;Великобритания;;175;https://www.sports.ru/tags/161107404/
Джермелл Чарло;19 мая 1990;США;72;183;https://www.sports.ru/tags/161107401/
Дэвид Бранч;26 сентября 1981;США;84;185;https://www.sports.ru/tags/161102066/
Максим Продан;13 февраля 1993;Украина Румыния;;173;https://www.sports.ru/tags/161101745/
Андрей Великовский;;Украина;;;https://www.sports.ru/tags/161101538/
Сергей Адамчук;;Украина;;;https://www.sports.ru/tags/161101537/
Уго Сантильян;30 мая 1996;Аргентина;;;https://www.sports.ru/tags/161095702/
Давид Бенавидес;17 декабря 1996;США Мексика;76;188;https://www.sports.ru/tags/161095442/
Энтони Диррелл;14 октября 1984;США;76;188;https://www.sports.ru/tags/161095441/
Михал Олексейчук;22 февраля 1995;Польша;84;183;https://www.sports.ru/tags/161095328/
Райан Холл;22 февраля 1985;США;66;178;https://www.sports.ru/tags/161095324/
Джамал Джеймс;27 июля 1988;США;67;188;https://www.sports.ru/tags/161095298/
Диего Де Ла Хойя;13 августа 1994;Мексика;57;168;https://www.sports.ru/tags/161095297/
Кетлин Виейра;26 августа 1991;Бразилия;61;173;https://www.sports.ru/tags/161094877/
Андреа Ли;11 февраля 1989;США;56;168;https://www.sports.ru/tags/161094875/
Джоанн Колдервуд;23 декабря 1985;Шотландия;56;168;https://www.sports.ru/tags/161094874/
Супер Вэйдер;14 мая 1955;США;170;196;https://www.sports.ru/tags/161094842/
Дэн Сэверн;8 июня 1958;США;113;188;https://www.sports.ru/tags/161094840/
Салман Хасимиков;4 мая 1953;Россия;120;178;https://www.sports.ru/tags/161094839/
Виктор Зангиев;26 мая 1962;Россия;100;186;https://www.sports.ru/tags/161094838/
Гари Олбрайт;18 мая 1963;США;160;190;https://www.sports.ru/tags/161094837/
Мацей Сулецки;2 мая 1989;Польша;72;185;https://www.sports.ru/tags/161094635/
Арсен Гуламирян;4 октября 1987;Франция;90;186;https://www.sports.ru/tags/161094431/
Кирилл Сарычев;;Россия;160;197;https://www.sports.ru/tags/161094222/
Стив Роллс;15 апреля 1984;Канада;72;178;https://www.sports.ru/tags/161093692/
Нина Ансарофф;3 декабря 1985;США;50;166;https://www.sports.ru/tags/161093689/
Макван Амирхани;8 ноября 1988;Финляндия;66;178;https://www.sports.ru/tags/161093587/
Фелиция Спенсер;20 ноября 1990;Канада;66;168;https://www.sports.ru/tags/161093534/
Александр Грозин;;Россия;66;;https://www.sports.ru/tags/161093524/
Мовлид Хайбулаев;16 октября 1990;Россия;66;168;https://www.sports.ru/tags/161093212/
Джулиан Уильямс;5 апреля 1990;США;69;178;https://www.sports.ru/tags/161092974/
Эмануэль Наваррете;17 января 1995;Мексика;55;170;https://www.sports.ru/tags/161092933/
Брент Примус;12 апреля 1985;США;70;178;https://www.sports.ru/tags/161092738/
Юсуп Саадулаев;31 марта 1985;Россия;61;167;https://www.sports.ru/tags/161092685/
Хадис Ибрагимов;21 мая 1995;Россия;94;190;https://www.sports.ru/tags/161092684/
Саламу Абдурахманов;;Россия;85;184;https://www.sports.ru/tags/161092474/
Юнус Евлоев;31 октября 1984;Россия;57;172;https://www.sports.ru/tags/161092472/
Магомед Мустафаев;2 августа 1988;Россия;70;178;https://www.sports.ru/tags/161092148/
Сергей Спивак;25 января 1995;Молдова;120;191;https://www.sports.ru/sergey-spivak/
Дмитрий Бикрев;;Россия;77;178;https://www.sports.ru/dmitry-bikrev/
Луис Энрике;21 августа 1993;Бразилия;111;185;https://www.sports.ru/tags/161091344/
Каш Али;27 января 1992;Великобритания;;;https://www.sports.ru/tags/161091332/
Рафаэль Ловато;25 июня 1983;США;84;191;https://www.sports.ru/tags/161091262/
Шимон Колецки;12 октября 1981;Польша;102;186;https://www.sports.ru/tags/161091156/
Владимир Токов;;Россия;;;https://www.sports.ru/tags/161091121/
Эммануэль Санчес;11 августа 1990;США;66;175;https://www.sports.ru/tags/161091120/
Том Шварц;29 мая 1994;Германия;100;197;https://www.sports.ru/tags/161091119/
Рустам Керимов;6 января 1992;Россия;61;165;https://www.sports.ru/tags/161090965/
Салман Жамалдаев;17 февраля 1989;Россия;66;176;https://www.sports.ru/tags/161090964/
Тевин Фармер;30 июля 1990;США;59;168;https://www.sports.ru/tags/161090938/
Элизеу Залески Дос Сантос;12 ноября 1986;Бразилия;77;180;https://www.sports.ru/tags/161090702/
Радивойе Калайджич;27 июля 1991;США;79;188;https://www.sports.ru/tags/161090561/
Доминик Бризил;24 августа 1985;США;100;201;https://www.sports.ru/tags/161090554/
Педро Муньос;7 сентября 1986;Бразилия;61;168;https://www.sports.ru/pedro-munhoz/
Аугусто Сакаи;19 мая 1991;Бразилия;120;193;https://www.sports.ru/tags/161090086/
Дерек Брансон;4 января 1984;США;84;185;https://www.sports.ru/derek-brunson/
Висенте Луке;27 ноября 1991;США Бразилия;77;;https://www.sports.ru/vicente-luque/
Свен Форнлинг;8 декабря 1988;Швеция;79;;https://www.sports.ru/tags/161089927/
Дмитрий Смоляков;5 августа 1984;Россия;;;https://www.sports.ru/tags/161089636/
Али Райми;7 декабря 1973;Йемен;52;170;https://www.sports.ru/tags/161089621/
Рей Варгас;25 ноября 1990;Мексика;57;172;https://www.sports.ru/tags/161089422/
Сэм Алви;6 мая 1986;США;93;188;https://www.sports.ru/tags/161088879/
Надя Кассем;15 ноября 1995;Австралия;52;170;https://www.sports.ru/tags/161088878/
Рани Яхья;12 сентября 1984;Бразилия;66;168;https://www.sports.ru/tags/161088877/
Адам Вечорек;5 февраля 1992;Польша;105;196;https://www.sports.ru/tags/161088841/
Клидсон Абреу;24 декабря 1992;Бразилия;97;188;https://www.sports.ru/tags/161088590/
Сапарбек Сафаров;14 октября 1986;Россия;93;185;https://www.sports.ru/tags/161088530/
Уолт Харрис;10 июня 1983;США;115;196;https://www.sports.ru/walt-harris/
Джессика Ай;27 июля 1986;США;57;168;https://www.sports.ru/tags/161088470/
Джастин Уиллис;9 июля 1987;США;120;185;https://www.sports.ru/tags/161088467/
Рафаэль Ассунсао;19 июля 1982;Бразилия;61;166;https://www.sports.ru/tags/161088466/
Карлос Диего Феррейра;18 января 1985;Бразилия;70;175;https://www.sports.ru/tags/161088375/
Артур Акавов;14 декабря 1985;Россия;72;176;https://www.sports.ru/tags/161088339/
Эспен Лэдд;1 марта 1995;США;61;168;https://www.sports.ru/tags/161088331/
Хасан Байсангуров;14 июня 1997;Россия;72;185;https://www.sports.ru/tags/161088305/
Роб Брэнт;2 октября 1990;США;72;184;https://www.sports.ru/tags/161088304/
Хосе Ускатеги;24 декабря 1990;Венесуэла;76;185;https://www.sports.ru/tags/161088299/
Поляна Виана;14 июня 1992;Бразилия;;;https://www.sports.ru/tags/161088080/
Дуглас Силва де Андраде;22 июня 1985;Бразилия;61;168;https://www.sports.ru/tags/161087887/
Максим Петкевич;;Беларусь;;;https://www.sports.ru/tags/161087767/
Джош Уоррингтон;;Великобритания;;;https://www.sports.ru/tags/161087735/
Илима-Лей Макфарлейн;2 апреля 1990;США;57;163;https://www.sports.ru/tags/161087623/
Рокки Филдинг;5 августа 1987;Великобритания;76;185;https://www.sports.ru/tags/161087537/
Джимми Ривера;29 июня 1989;США;61;163;https://www.sports.ru/jimmie-rivera/
Айзек Догбо;26 сентября 1994;Гана Великобритания;56;157;https://www.sports.ru/tags/161087388/
Виктория Кебикова;1 сентября 1985;Беларусь;81;178;https://www.sports.ru/tags/161087002/
Евгений Чупраков;4 апреля 1990;Россия;;165;https://www.sports.ru/tags/161086979/
Эгидиюс Каваляускас;29 июня 1988;Литва;66;175;https://www.sports.ru/tags/161086948/
Сантьяго Понсиниббио;26 сентября 1986;Аргентина;77;183;https://www.sports.ru/tags/161086918/
Патрисио Фрейре;7 июля 1987;Бразилия;65;165;https://www.sports.ru/patricio-freire/
Екатерина Пальцева;17 апреля 1997;Россия;;;https://www.sports.ru/tags/161086772/
